,Percentage,Attendees,Medal,Gold,Team,Sport,Year
1534,0.0,1,0,0,Mexico,Canoeing,2016
1535,0.0,1,0,0,Morocco,Canoeing,2016
1536,0.0,1,0,0,Nigeria,Canoeing,2016
1537,0.0,1,0,0,Sao Tome and Principe,Canoeing,2016
1538,0.0,1,0,0,Senegal,Canoeing,2016
1539,0.0,1,0,0,Bolivia,Cycling,2016
1540,0.0,1,0,0,Bulgaria,Cycling,2016
1541,0.0,1,0,0,Cyprus,Cycling,2016
1542,0.0,1,0,0,Dominican Republic,Cycling,2016
1543,0.0,1,0,0,Egypt,Cycling,2016
1544,0.0,1,0,0,Eritrea,Cycling,2016
1545,0.0,1,0,0,Ethiopia,Cycling,2016
1546,0.0,1,0,0,Guam,Cycling,2016
1547,0.0,1,0,0,Guatemala,Cycling,2016
1548,0.0,1,0,0,Hungary,Cycling,2016
1549,0.0,1,0,0,Indonesia,Cycling,2016
1550,0.0,1,0,0,Kosovo,Cycling,2016
1551,0.0,1,0,0,Laos,Cycling,2016
1552,0.0,1,0,0,Lesotho,Cycling,2016
1553,0.0,1,0,0,Puerto Rico,Cycling,2016
1554,0.0,1,0,0,Romania,Cycling,2016
1555,0.0,1,0,0,Timor Leste,Cycling,2016
1556,0.0,1,0,0,Trinidad and Tobago,Cycling,2016
1557,0.0,1,0,0,Tunisia,Cycling,2016
1558,0.0,1,0,0,United Arab Emirates,Cycling,2016
1559,0.0,1,0,0,Austria,Diving,2016
1560,0.0,1,0,0,Croatia,Diving,2016
1561,0.0,1,0,0,Hungary,Diving,2016
1562,0.0,1,0,0,Ireland,Diving,2016
1563,0.0,1,0,0,Jamaica,Diving,2016
1564,0.0,1,0,0,Netherlands,Diving,2016
1565,0.0,1,0,0,New Zealand,Diving,2016
1566,0.0,1,0,0,Puerto Rico,Diving,2016
1567,0.0,1,0,0,South Africa,Diving,2016
1568,0.0,1,0,0,Austria,Equestrianism,2016
1569,0.0,1,0,0,Chile,Equestrianism,2016
1570,0.0,1,0,0,China,Equestrianism,2016
1571,0.0,1,0,0,Chinese Taipei,Equestrianism,2016
1572,0.0,1,0,0,Dominican Republic,Equestrianism,2016
1573,0.0,1,0,0,Ecuador,Equestrianism,2016
1574,0.0,1,0,0,Egypt,Equestrianism,2016
1575,0.0,1,0,0,Finland,Equestrianism,2016
1576,0.0,1,0,0,Mexico,Equestrianism,2016
1577,0.0,1,0,0,Morocco,Equestrianism,2016
1578,0.0,1,0,0,Palestine,Equestrianism,2016
1579,0.0,1,0,0,Peru,Equestrianism,2016
1580,0.0,1,0,0,Poland,Equestrianism,2016
1581,0.0,1,0,0,Portugal,Equestrianism,2016
1582,0.0,1,0,0,Puerto Rico,Equestrianism,2016
1583,0.0,1,0,0,South Africa,Equestrianism,2016
1584,0.0,1,0,0,South Korea,Equestrianism,2016
1585,0.0,1,0,0,Turkey,Equestrianism,2016
1586,0.0,1,0,0,Uruguay,Equestrianism,2016
1587,0.0,1,0,0,Zimbabwe,Equestrianism,2016
1588,0.0,1,0,0,Argentina,Fencing,2016
1589,0.0,1,0,0,Austria,Fencing,2016
1590,0.0,1,0,0,Azerbaijan,Fencing,2016
1591,0.0,1,0,0,Belarus,Fencing,2016
1592,0.0,1,0,0,Belgium,Fencing,2016
1593,0.0,1,0,0,Benin,Fencing,2016
1594,0.0,1,0,0,Bulgaria,Fencing,2016
1595,0.0,1,0,0,Cote d'Ivoire,Fencing,2016
1596,0.0,1,0,0,Cuba,Fencing,2016
1597,0.0,1,0,0,Georgia,Fencing,2016
1598,0.0,1,0,0,Individual Olympic Athletes,Fencing,2016
1599,0.0,1,0,0,Kazakhstan,Fencing,2016
1600,0.0,1,0,0,Lebanon,Fencing,2016
1601,0.0,1,0,0,Morocco,Fencing,2016
1602,0.0,1,0,0,Netherlands,Fencing,2016
1603,0.0,1,0,0,Panama,Fencing,2016
1604,0.0,1,0,0,Saudi Arabia,Fencing,2016
1605,0.0,1,0,0,Senegal,Fencing,2016
1606,0.0,1,0,0,Turkey,Fencing,2016
1607,0.0,1,0,0,Bangladesh,Golf,2016
1608,0.0,1,0,0,Chile,Golf,2016
1609,0.0,1,0,0,Colombia,Golf,2016
1610,0.0,1,0,0,Czech Republic,Golf,2016
1611,0.0,1,0,0,Hong Kong,Golf,2016
1612,0.0,1,0,0,Israel,Golf,2016
1613,0.0,1,0,0,Morocco,Golf,2016
1614,0.0,1,0,0,Netherlands,Golf,2016
1615,0.0,1,0,0,Philippines,Golf,2016
1616,0.0,1,0,0,Russia,Golf,2016
1617,0.0,1,0,0,Venezuela,Golf,2016
1618,0.0,1,0,0,Chinese Taipei,Gymnastics,2016
1619,0.0,1,0,0,Slovenia,Gymnastics,2016
1620,0.0,1,0,0,Afghanistan,Judo,2016
1621,0.0,1,0,0,American Samoa,Judo,2016
1622,0.0,1,0,0,Andorra,Judo,2016
1623,0.0,1,0,0,Angola,Judo,2016
1624,0.0,1,0,0,Armenia,Judo,2016
1625,0.0,1,0,0,Aruba,Judo,2016
1626,0.0,1,0,0,Belize,Judo,2016
1627,0.0,1,0,0,Benin,Judo,2016
1628,0.0,1,0,0,Bolivia,Judo,2016
1629,0.0,1,0,0,Bosnia and Herzegovina,Judo,2016
1630,0.0,1,0,0,Botswana,Judo,2016
1631,0.0,1,0,0,Burkina Faso,Judo,2016
1632,0.0,1,0,0,Burundi,Judo,2016
1633,0.0,1,0,0,Cameroon,Judo,2016
1634,0.0,1,0,0,Chile,Judo,2016
1635,0.0,1,0,0,Congo (Brazzaville),Judo,2016
1636,0.0,1,0,0,Congo (Kinshasa),Judo,2016
1637,0.0,1,0,0,Costa Rica,Judo,2016
1638,0.0,1,0,0,Cote d'Ivoire,Judo,2016
1639,0.0,1,0,0,Croatia,Judo,2016
1640,0.0,1,0,0,Djibouti,Judo,2016
1641,0.0,1,0,0,Dominican Republic,Judo,2016
1642,0.0,1,0,0,El Salvador,Judo,2016
1643,0.0,1,0,0,Estonia,Judo,2016
1644,0.0,1,0,0,Fiji,Judo,2016
1645,0.0,1,0,0,Finland,Judo,2016
1646,0.0,1,0,0,Gambia,Judo,2016
1647,0.0,1,0,0,Ghana,Judo,2016
1648,0.0,1,0,0,Guatemala,Judo,2016
1649,0.0,1,0,0,Guinea,Judo,2016
1650,0.0,1,0,0,Guinea Bissau,Judo,2016
1651,0.0,1,0,0,Haiti,Judo,2016
1652,0.0,1,0,0,Honduras,Judo,2016
1653,0.0,1,0,0,Iceland,Judo,2016
1654,0.0,1,0,0,India,Judo,2016
1655,0.0,1,0,0,Iraq,Judo,2016
1656,0.0,1,0,0,Jordan,Judo,2016
1657,0.0,1,0,0,Kenya,Judo,2016
1658,0.0,1,0,0,Laos,Judo,2016
1659,0.0,1,0,0,Lebanon,Judo,2016
1660,0.0,1,0,0,Libya,Judo,2016
1661,0.0,1,0,0,Lithuania,Judo,2016
1662,0.0,1,0,0,Macedonia,Judo,2016
1663,0.0,1,0,0,Madagascar,Judo,2016
1664,0.0,1,0,0,Mali,Judo,2016
1665,0.0,1,0,0,Mauritius,Judo,2016
1666,0.0,1,0,0,Moldova,Judo,2016
1667,0.0,1,0,0,Monaco,Judo,2016
1668,0.0,1,0,0,Montenegro,Judo,2016
1669,0.0,1,0,0,Mozambique,Judo,2016
1670,0.0,1,0,0,Myanmar,Judo,2016
1671,0.0,1,0,0,Nauru,Judo,2016
1672,0.0,1,0,0,Nepal,Judo,2016
1673,0.0,1,0,0,New Zealand,Judo,2016
1674,0.0,1,0,0,Niger,Judo,2016
1675,0.0,1,0,0,Pakistan,Judo,2016
1676,0.0,1,0,0,Palestine,Judo,2016
1677,0.0,1,0,0,Papua New Guinea,Judo,2016
1678,0.0,1,0,0,Peru,Judo,2016
1679,0.0,1,0,0,Philippines,Judo,2016
1680,0.0,1,0,0,Qatar,Judo,2016
1681,0.0,1,0,0,Samoa,Judo,2016
1682,0.0,1,0,0,Saudi Arabia,Judo,2016
1683,0.0,1,0,0,Senegal,Judo,2016
1684,0.0,1,0,0,Serbia,Judo,2016
1685,0.0,1,0,0,Seychelles,Judo,2016
1686,0.0,1,0,0,South Africa,Judo,2016
1687,0.0,1,0,0,Sri Lanka,Judo,2016
1688,0.0,1,0,0,Sudan,Judo,2016
1689,0.0,1,0,0,Suriname,Judo,2016
1690,0.0,1,0,0,Syria,Judo,2016
1691,0.0,1,0,0,Tanzania,Judo,2016
1692,0.0,1,0,0,Thailand,Judo,2016
1693,0.0,1,0,0,Trinidad and Tobago,Judo,2016
1694,0.0,1,0,0,Uruguay,Judo,2016
1695,0.0,1,0,0,Vanuatu,Judo,2016
1696,0.0,1,0,0,Venezuela,Judo,2016
1697,0.0,1,0,0,Vietnam,Judo,2016
1698,0.0,1,0,0,Yemen,Judo,2016
1699,0.0,1,0,0,Zambia,Judo,2016
1700,0.0,1,0,0,Belarus,Modern Pentathlon,2016
1701,0.0,1,0,0,Bulgaria,Modern Pentathlon,2016
1702,0.0,1,0,0,Latvia,Modern Pentathlon,2016
1703,0.0,1,0,0,Turkey,Modern Pentathlon,2016
1704,0.0,1,0,0,Australia,Rhythmic Gymnastics,2016
1705,0.0,1,0,0,Austria,Rhythmic Gymnastics,2016
1706,0.0,1,0,0,Azerbaijan,Rhythmic Gymnastics,2016
1707,0.0,1,0,0,Cape Verde,Rhythmic Gymnastics,2016
1708,0.0,1,0,0,Finland,Rhythmic Gymnastics,2016
1709,0.0,1,0,0,France,Rhythmic Gymnastics,2016
1710,0.0,1,0,0,Georgia,Rhythmic Gymnastics,2016
1711,0.0,1,0,0,Kazakhstan,Rhythmic Gymnastics,2016
1712,0.0,1,0,0,Romania,Rhythmic Gymnastics,2016
1713,0.0,1,0,0,South Korea,Rhythmic Gymnastics,2016
1714,0.0,1,0,0,Bahamas,Rowing,2016
1715,0.0,1,0,0,Belgium,Rowing,2016
1716,0.0,1,0,0,Bermuda,Rowing,2016
1717,0.0,1,0,0,Chinese Taipei,Rowing,2016
1718,0.0,1,0,0,Ecuador,Rowing,2016
1719,0.0,1,0,0,India,Rowing,2016
1720,0.0,1,0,0,Iran,Rowing,2016
1721,0.0,1,0,0,Iraq,Rowing,2016
1722,0.0,1,0,0,Libya,Rowing,2016
1723,0.0,1,0,0,Nigeria,Rowing,2016
1724,0.0,1,0,0,Singapore,Rowing,2016
1725,0.0,1,0,0,Sweden,Rowing,2016
1726,0.0,1,0,0,Togo,Rowing,2016
1727,0.0,1,0,0,Trinidad and Tobago,Rowing,2016
1728,0.0,1,0,0,Uruguay,Rowing,2016
1729,0.0,1,0,0,Uzbekistan,Rowing,2016
1730,0.0,1,0,0,Vanuatu,Rowing,2016
1731,0.0,1,0,0,Venezuela,Rowing,2016
1732,0.0,1,0,0,Cayman Islands,Sailing,2016
1733,0.0,1,0,0,Chinese Taipei,Sailing,2016
1734,0.0,1,0,0,Colombia,Sailing,2016
1735,0.0,1,0,0,Egypt,Sailing,2016
1736,0.0,1,0,0,El Salvador,Sailing,2016
1737,0.0,1,0,0,Guatemala,Sailing,2016
1738,0.0,1,0,0,Latvia,Sailing,2016
1739,0.0,1,0,0,Montenegro,Sailing,2016
1740,0.0,1,0,0,Saint Lucia,Sailing,2016
1741,0.0,1,0,0,Trinidad and Tobago,Sailing,2016
1742,0.0,1,0,0,United States Virgin Islands,Sailing,2016
1743,0.0,1,0,0,Algeria,Shooting,2016
1744,0.0,1,0,0,Andorra,Shooting,2016
1745,0.0,1,0,0,Angola,Shooting,2016
1746,0.0,1,0,0,Armenia,Shooting,2016
1747,0.0,1,0,0,Bahrain,Shooting,2016
1748,0.0,1,0,0,Bangladesh,Shooting,2016
1749,0.0,1,0,0,Barbados,Shooting,2016
1750,0.0,1,0,0,Belgium,Shooting,2016
1751,0.0,1,0,0,Bhutan,Shooting,2016
1752,0.0,1,0,0,Bosnia and Herzegovina,Shooting,2016
1753,0.0,1,0,0,Chile,Shooting,2016
1754,0.0,1,0,0,Colombia,Shooting,2016
1755,0.0,1,0,0,Dominican Republic,Shooting,2016
1756,0.0,1,0,0,Ecuador,Shooting,2016
1757,0.0,1,0,0,El Salvador,Shooting,2016
1758,0.0,1,0,0,Estonia,Shooting,2016
1759,0.0,1,0,0,Fiji,Shooting,2016
1760,0.0,1,0,0,Kosovo,Shooting,2016
1761,0.0,1,0,0,Latvia,Shooting,2016
1762,0.0,1,0,0,Lebanon,Shooting,2016
1763,0.0,1,0,0,Lithuania,Shooting,2016
1764,0.0,1,0,0,Macedonia,Shooting,2016
1765,0.0,1,0,0,Namibia,Shooting,2016
1766,0.0,1,0,0,Nicaragua,Shooting,2016
1767,0.0,1,0,0,Paraguay,Shooting,2016
1768,0.0,1,0,0,Romania,Shooting,2016
1769,0.0,1,0,0,Uzbekistan,Shooting,2016
1770,0.0,1,0,0,Zimbabwe,Shooting,2016
1771,0.0,1,0,0,Andorra,Swimming,2016
1772,0.0,1,0,0,Armenia,Swimming,2016
1773,0.0,1,0,0,British Virgin Islands,Swimming,2016
1774,0.0,1,0,0,Costa Rica,Swimming,2016
1775,0.0,1,0,0,Djibouti,Swimming,2016
1776,0.0,1,0,0,Gabon,Swimming,2016
1777,0.0,1,0,0,Gambia,Swimming,2016
1778,0.0,1,0,0,Iran,Swimming,2016
1779,0.0,1,0,0,Papua New Guinea,Swimming,2016
1780,0.0,1,0,0,Puerto Rico,Swimming,2016
1781,0.0,1,0,0,Saint Lucia,Swimming,2016
1782,0.0,1,0,0,Yemen,Swimming,2016
1783,0.0,1,0,0,Colombia,Table Tennis,2016
1784,0.0,1,0,0,Croatia,Table Tennis,2016
1785,0.0,1,0,0,Denmark,Table Tennis,2016
1786,0.0,1,0,0,Fiji,Table Tennis,2016
1787,0.0,1,0,0,Finland,Table Tennis,2016
1788,0.0,1,0,0,Greece,Table Tennis,2016
1789,0.0,1,0,0,Kazakhstan,Table Tennis,2016
1790,0.0,1,0,0,Lebanon,Table Tennis,2016
1791,0.0,1,0,0,Luxembourg,Table Tennis,2016
1792,0.0,1,0,0,Paraguay,Table Tennis,2016
1793,0.0,1,0,0,Philippines,Table Tennis,2016
1794,0.0,1,0,0,Qatar,Table Tennis,2016
1795,0.0,1,0,0,Serbia,Table Tennis,2016
1796,0.0,1,0,0,Slovenia,Table Tennis,2016
1797,0.0,1,0,0,Syria,Table Tennis,2016
1798,0.0,1,0,0,Tunisia,Table Tennis,2016
1799,0.0,1,0,0,Uzbekistan,Table Tennis,2016
1800,0.0,1,0,0,Vanuatu,Table Tennis,2016
1801,0.0,1,0,0,Venezuela,Table Tennis,2016
1802,0.0,1,0,0,Aruba,Taekwondo,2016
1803,0.0,1,0,0,Cambodia,Taekwondo,2016
1804,0.0,1,0,0,Canada,Taekwondo,2016
1805,0.0,1,0,0,Cape Verde,Taekwondo,2016
1806,0.0,1,0,0,Central African Republic,Taekwondo,2016
1807,0.0,1,0,0,Chile,Taekwondo,2016
1808,0.0,1,0,0,Congo (Kinshasa),Taekwondo,2016
1809,0.0,1,0,0,Cuba,Taekwondo,2016
1810,0.0,1,0,0,Finland,Taekwondo,2016
1811,0.0,1,0,0,Gabon,Taekwondo,2016
1812,0.0,1,0,0,Haiti,Taekwondo,2016
1813,0.0,1,0,0,Honduras,Taekwondo,2016
1814,0.0,1,0,0,Israel,Taekwondo,2016
1815,0.0,1,0,0,Japan,Taekwondo,2016
1816,0.0,1,0,0,Libya,Taekwondo,2016
1817,0.0,1,0,0,Mali,Taekwondo,2016
1818,0.0,1,0,0,Moldova,Taekwondo,2016
1819,0.0,1,0,0,Mongolia,Taekwondo,2016
1820,0.0,1,0,0,Nepal,Taekwondo,2016
1821,0.0,1,0,0,Netherlands,Taekwondo,2016
1822,0.0,1,0,0,New Zealand,Taekwondo,2016
1823,0.0,1,0,0,Norway,Taekwondo,2016
1824,0.0,1,0,0,Panama,Taekwondo,2016
1825,0.0,1,0,0,Peru,Taekwondo,2016
1826,0.0,1,0,0,Philippines,Taekwondo,2016
1827,0.0,1,0,0,Portugal,Taekwondo,2016
1828,0.0,1,0,0,Puerto Rico,Taekwondo,2016
1829,0.0,1,0,0,Senegal,Taekwondo,2016
1830,0.0,1,0,0,Tonga,Taekwondo,2016
1831,0.0,1,0,0,Venezuela,Taekwondo,2016
1832,0.0,1,0,0,Barbados,Tennis,2016
1833,0.0,1,0,0,Denmark,Tennis,2016
1834,0.0,1,0,0,Dominican Republic,Tennis,2016
1835,0.0,1,0,0,Georgia,Tennis,2016
1836,0.0,1,0,0,Israel,Tennis,2016
1837,0.0,1,0,0,Latvia,Tennis,2016
1838,0.0,1,0,0,Liechtenstein,Tennis,2016
1839,0.0,1,0,0,Lithuania,Tennis,2016
1840,0.0,1,0,0,Luxembourg,Tennis,2016
1841,0.0,1,0,0,Moldova,Tennis,2016
1842,0.0,1,0,0,Montenegro,Tennis,2016
1843,0.0,1,0,0,Paraguay,Tennis,2016
1844,0.0,1,0,0,Slovenia,Tennis,2016
1845,0.0,1,0,0,Sweden,Tennis,2016
1846,0.0,1,0,0,Turkey,Tennis,2016
1847,0.0,1,0,0,Uruguay,Tennis,2016
1848,0.0,1,0,0,Uzbekistan,Tennis,2016
1849,0.0,1,0,0,Australia,Trampolining,2016
1850,0.0,1,0,0,Brazil,Trampolining,2016
1851,0.0,1,0,0,Georgia,Trampolining,2016
1852,0.0,1,0,0,Germany,Trampolining,2016
1853,0.0,1,0,0,Kazakhstan,Trampolining,2016
1854,0.0,1,0,0,New Zealand,Trampolining,2016
1855,0.0,1,0,0,Ukraine,Trampolining,2016
1856,0.0,1,0,0,Uzbekistan,Trampolining,2016
1857,0.0,1,0,0,Azerbaijan,Triathlon,2016
1858,0.0,1,0,0,Barbados,Triathlon,2016
1859,0.0,1,0,0,Bermuda,Triathlon,2016
1860,0.0,1,0,0,Chile,Triathlon,2016
1861,0.0,1,0,0,Costa Rica,Triathlon,2016
1862,0.0,1,0,0,Czech Republic,Triathlon,2016
1863,0.0,1,0,0,Denmark,Triathlon,2016
1864,0.0,1,0,0,Ecuador,Triathlon,2016
1865,0.0,1,0,0,Estonia,Triathlon,2016
1866,0.0,1,0,0,Israel,Triathlon,2016
1867,0.0,1,0,0,Jordan,Triathlon,2016
1868,0.0,1,0,0,Mauritius,Triathlon,2016
1869,0.0,1,0,0,Netherlands,Triathlon,2016
1870,0.0,1,0,0,Norway,Triathlon,2016
1871,0.0,1,0,0,Poland,Triathlon,2016
1872,0.0,1,0,0,Puerto Rico,Triathlon,2016
1873,0.0,1,0,0,Slovakia,Triathlon,2016
1874,0.0,1,0,0,Slovenia,Triathlon,2016
1875,0.0,1,0,0,Sweden,Triathlon,2016
1876,0.0,1,0,0,American Samoa,Weightlifting,2016
1877,0.0,1,0,0,Argentina,Weightlifting,2016
1878,0.0,1,0,0,Austria,Weightlifting,2016
1879,0.0,1,0,0,Belgium,Weightlifting,2016
1880,0.0,1,0,0,Cook Islands,Weightlifting,2016
1881,0.0,1,0,0,Croatia,Weightlifting,2016
1882,0.0,1,0,0,Czech Republic,Weightlifting,2016
1883,0.0,1,0,0,El Salvador,Weightlifting,2016
1884,0.0,1,0,0,Estonia,Weightlifting,2016
1885,0.0,1,0,0,Ghana,Weightlifting,2016
1886,0.0,1,0,0,Greece,Weightlifting,2016
1887,0.0,1,0,0,Guatemala,Weightlifting,2016
1888,0.0,1,0,0,Haiti,Weightlifting,2016
1889,0.0,1,0,0,Honduras,Weightlifting,2016
1890,0.0,1,0,0,Hungary,Weightlifting,2016
1891,0.0,1,0,0,Iraq,Weightlifting,2016
1892,0.0,1,0,0,Israel,Weightlifting,2016
1893,0.0,1,0,0,Kenya,Weightlifting,2016
1894,0.0,1,0,0,Kiribati,Weightlifting,2016
1895,0.0,1,0,0,Madagascar,Weightlifting,2016
1896,0.0,1,0,0,Malaysia,Weightlifting,2016
1897,0.0,1,0,0,Malta,Weightlifting,2016
1898,0.0,1,0,0,Marshall Islands,Weightlifting,2016
1899,0.0,1,0,0,Mauritius,Weightlifting,2016
1900,0.0,1,0,0,Nauru,Weightlifting,2016
1901,0.0,1,0,0,Nicaragua,Weightlifting,2016
1902,0.0,1,0,0,Nigeria,Weightlifting,2016
1903,0.0,1,0,0,Papua New Guinea,Weightlifting,2016
1904,0.0,1,0,0,Puerto Rico,Weightlifting,2016
1905,0.0,1,0,0,Qatar,Weightlifting,2016
1906,0.0,1,0,0,Saudi Arabia,Weightlifting,2016
1907,0.0,1,0,0,Seychelles,Weightlifting,2016
1908,0.0,1,0,0,Slovakia,Weightlifting,2016
1909,0.0,1,0,0,Solomon Islands,Weightlifting,2016
1910,0.0,1,0,0,Sri Lanka,Weightlifting,2016
1911,0.0,1,0,0,Sweden,Weightlifting,2016
1912,0.0,1,0,0,Syria,Weightlifting,2016
1913,0.0,1,0,0,United Arab Emirates,Weightlifting,2016
1914,0.0,1,0,0,Uruguay,Weightlifting,2016
1915,0.0,1,0,0,Argentina,Wrestling,2016
1916,0.0,1,0,0,Austria,Wrestling,2016
1917,0.0,1,0,0,Bahrain,Wrestling,2016
1918,0.0,1,0,0,Cambodia,Wrestling,2016
1919,0.0,1,0,0,Chinese Taipei,Wrestling,2016
1920,0.0,1,0,0,Croatia,Wrestling,2016
1921,0.0,1,0,0,Czech Republic,Wrestling,2016
1922,0.0,1,0,0,Greece,Wrestling,2016
1923,0.0,1,0,0,Haiti,Wrestling,2016
1924,0.0,1,0,0,Israel,Wrestling,2016
1925,0.0,1,0,0,Latvia,Wrestling,2016
1926,0.0,1,0,0,Lithuania,Wrestling,2016
1927,0.0,1,0,0,Mexico,Wrestling,2016
1928,0.0,1,0,0,Netherlands,Wrestling,2016
1929,0.0,1,0,0,Palau,Wrestling,2016
1930,0.0,1,0,0,Peru,Wrestling,2016
1931,0.0,1,0,0,Spain,Wrestling,2016
1932,0.0,1,0,0,Vietnam,Wrestling,2016
